match_title,open_date,sales_amount,sales_share,audience_count,screen_count,kobis_search_year,kobis_rank,kobis_movie_code,kobis_movie_type,tmdb_rank,tmdb_original_title,tmdb_release_date,tmdb_release_year,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,tmdb_genre_ids,tmdb_genres,tmdb_runtime,tmdb_tagline,tmdb_budget,tmdb_revenue,tmdb_production_companies,tmdb_cast,tmdb_directors,tmdb_keywords,tmdb_poster_url
한반도,2006-07-13,0,0.0,3880308,126,2006,5,20060147,전체,659,한반도,2006-07-13,2006,1.1671,6.339,31,9648|53|36,미스터리|스릴러|역사,147,우리는 한 번도 이 땅의 주인인 적이 없었다!,0,0,Cinema Service|CJ Entertainment,조재현(Choi Min-jae)|차인표(Lee Sang-hyun)|안성기(South Korean President)|문성근(Kwon Yong-hwan)|강신일(Kim Yoo-sik)|김상중(South Korean Emperor Gojong)|강수연(Empress Min)|백일섭(North Korean National Defense Committee Member)|독고영재(Commander of Naval Operations)|최일화(Director of National Intelligence),강우석,korean empire|korea|inter-korean relations|korean reunification,https://image.tmdb.org/t/p/original/evt7raNXRTNobsq4gXmbRAYwNyV.jpg
미녀는 괴로워,2006-12-14,0,0.0,3561866,93,2006,6,20060387,전체,250,미녀는 괴로워,2006-12-14,2006,2.6907,6.808,347,18|35|10749,드라마|코미디|로맨스,120,그녀의 S라인 뒤에 숨겨진 살떨리는 비밀,4000000,0,KM Culture|Realies Pictures|Michigan Venture Capital|Showbox,주진모(Sang-jun)|김아중(Kang Han-na)|성동일(President Choi)|김현숙(Park Jeong-min)|임현식(Han-na's Father)|이한위(Lee Kong-hak)|Ji Seo-Yun(Ah-mi)|박노식(Chinese Noodle Stalker)|Kim Myeong-kyu(Hyeon-deok)|Venny(Pink),김용화,fan|plastic surgery|background singer|overweight woman|romance|stardom|music,https://image.tmdb.org/t/p/original/hXadaSx1LpT7Hv5dkGWD0SX7z7R.jpg
우리들의 행복한 시간,2006-09-14,0,0.0,3132320,118,2006,8,20060244,전체,849,우리들의 행복한 시간,2006-09-14,2006,1.2997,7.085,47,18|10749,드라마|로맨스,120,"사형수 이 남자... 자꾸만 내 마음에 들어오려 합니다 일주일에 3시간, 목요일 10시부터1시까지...  당신으로 인해... 살아있다는 기쁨을 알게 되었습니다 사람이 사람을 사랑한다는 것...그 찬란한 기적",0,0,Sang Sang Film|LJ Film|Prime Entertainment,이나영(Moon Yu-jung)|강동원(Jung Yun-soo)|윤여정(Sister Monica)|강신일(Chief Lee)|정영숙(Yoo-jung's Mother)|김지영(Grandmother Park)|오광록(Death Row Inmate 2896)|김부선(Hong)|장현성(Moon Yu-chan)|김세동(Prison Guard Seo),송해성,,https://image.tmdb.org/t/p/original/pq0IVXJOuIGHC0AqCkqiMazevNb.jpg
사생결단,2006-04-27,0,0.0,2104716,78,2006,12,20060100,전체,288,사생결단,2006-04-27,2006,1.8003,6.2,49,28|80|53,액션|범죄|스릴러,116,세상에 믿을 놈 하나 없다!,0,0,Myung Films|MK Pictures|Pancinema|KD Media,류승범(Oh Sang-do)|황정민(Lieutenant Do Jin-gwang)|김희라(Lee Taek-jo)|추자현(Ji-young)|이도경(Jang-cheol)|온주완(Yoo Sung-geun)|정우(Detective Kim)|신정근(Section Chief Goh)|최진호(Chang-jun)|김진혁(Young-nam),최호,"busan, south korea",https://image.tmdb.org/t/p/original/hsxx2rRLYoqlrBdze94OIQW1bAU.jpg
비열한 거리,2006-06-15,0,0.0,2047808,82,2006,14,20060137,전체,277,비열한 거리,2006-10-17,2006,2.2539,7.025,225,80|18|28,범죄|드라마|액션,141,"지금 여기, 그 남자의 비열한 카니발이 시작된다",4700000,10371998,Sidus|CJ Entertainment|Froniter Works Comic,조인성(Kim Byung-doo)|천호진(President Hwang)|남궁민(Nam Min-ho)|이보영(Hyun-joo)|진구(Jong-soo)|윤제문(Sang-cheol)|선우은숙(Byung-doo's Mother)|이종혁(Gangster)|조진웅(Young-pil)|허이재(Kim Seon-ok),유하,assassination|gangster|male friendship|fistfight|filmmaking,https://image.tmdb.org/t/p/original/4RoOAqRKgjvTyNDTYVpICiaAgIX.jpg
흡혈형사 나도열,2006-02-09,0,0.0,1824822,70,2006,17,20060017,전체,945,흡혈형사 나도열,2006-02-09,2006,1.2912,4.3,13,28|35|10749|27|14,액션|코미디|로맨스|공포|판타지,110,"흥분하면  변신하는... (흡혈형사 나도열) | 자극할 수록 강해지는 에로 흡혈귀, 건드리면 문다! 앙~ | 피 맛을 알고... 정의에 눈떴다 | 드라큐라 이후 600년, 금시초문(?)의 흡혈귀가 온다! | 함.량.미.달 흡혈귀가 온다!",0,0,Chungeorahm Film|Showbox,김수로(Ricky)|조여정(Yeong-hee)|오광록(Vampire Hunter)|손병호(Tak Mun-su)|천호진(Inspector Kang)|박영수(Convenience Store Employee)|김구택(Boss Choi)|조현우(DHL Assistant)|김희정(Yeon-hee's Friend)|Kim Ji-young(Woman at Night Club),이시명,,https://image.tmdb.org/t/p/original/lAy0g0JTpnc6dj9Rx98N7f7jMth.jpg
거룩한 계보,2006-10-19,0,0.0,1744677,94,2006,18,20060292,전체,961,거룩한 계보,2006-10-19,2006,1.1868,6.4,39,80|18|35,범죄|드라마|코미디,126,니가 있어 참 좋다...,4500000,0,Cinema Service|CJ Entertainment,정재영(Dong Chi-sung)|정준호(Kim Joo-joong)|류승룡(Jung Soon-tan)|주진모(Jang Nak-young)|Gong Ho-seok(Murderer)|윤유선(Hwa-yi)|장진(Assassin)|신구(Chi-sung's Father)|Choi Won-tae(Joo-joong)|이한위(Sung Bong-shik),장진,,https://image.tmdb.org/t/p/original/gxshb0RDvgYNNtZQrhA2vrt9EWX.jpg
해바라기,2006-11-23,0,0.0,1543429,64,2006,19,20060353,전체,346,해바라기,2006-11-23,2006,2.2601,7.055,55,80|18,범죄|드라마,116,한번이라도... 희망으로 살고 싶다,0,0,DCG Plus|iVision Entertainment|Showbox,김래원(Oh Tae-sik)|김해숙(Yang Deok-ja)|허이재(Choi Hee-joo)|김병옥(Jo Pan-soo)|김정태(Kim Yang-ki)|한정수(Lee Chang-moo)|지대한(Byung-jin)|박성웅(Choi Min-seok)|박은혜(Lee Eun-mi)|정은표(Doctor),강석범,,https://image.tmdb.org/t/p/original/nMdHmxfRSzkMeAd6dUtHScMRDi6.jpg
홀리데이,2006-01-19,0,0.0,1458896,42,2006,20,20050349,전체,973,홀리데이,2006-01-19,2006,1.1082,6.4,35,18|80|53,드라마|범죄|스릴러,120,유전무죄 무전유죄,0,0,Lotte Entertainment,이성재(Ji Kang-hyuk)|최민수(Kim Ahn-suk)|장세진(Kim Jang-kyung)|이얼(Hwang Dae-chul)|문영동(Kwon Sang-ho)|김동현(Lee Kwang-pal)|여현수(Choi Min-seok)|이봉규(Lee Duk-man)|조안(Go Hyo-joo)|설성민(Lee Ju-hwan),양윤호,prison escape,https://image.tmdb.org/t/p/original/57wN7sRzdaRNxFxodygSDtS5sDu.jpg
중천,2006-12-21,0,0.0,1333630,87,2006,22,20060370,전체,667,중천,2006-12-20,2006,1.3323,5.9,66,14|28|12,판타지|액션|모험,102,,0,0,Nabu Films,정우성(Yi-gwak)|김태희(So-hwa / Yon-hwa)|박상욱(Yeo‑wi)|Kim Kwang-il(Woong-gwi)|박정학(Chang Boo-sin)|허준호(Ban-choo)|유하준(Woong-gul)|소이현(Hyo)|신철진(Mayor)|장혁진(Local Resident),Jo Dong-oh,,https://image.tmdb.org/t/p/original/7tU1PqZWXIyADbPEy3HuFbAXDpp.jpg
짝패,2006-05-25,0,0.0,1196520,50,2006,24,20060134,전체,291,짝패,2006-05-25,2006,1.7987,6.578,148,28|53|80,액션|스릴러|범죄,92,열일곱 뜨거운 시절의 친구 다섯의 비극적 재회,2700000,0,CJ Entertainment|Filmmaker R&K,정두홍(Jung Taesoo)|류승완(Yoo SukHwan)|이범수(Jang PilHo)|정석용(Yoo DongHwan)|안길강(Oh WangJae)|김서형(Jang Mi-Ran)|이주실(Suk-hwan's Mother)|김병옥(Young Mens' Association Leader)|조덕현(President Cho)|김기천(Stabber),류승완,gore|revenge|organized crime|police station|mob,https://image.tmdb.org/t/p/original/6WaXEpEwDMXEuPNBwJFtPPCMuqA.jpg
데이지,2006-03-09,0,0.0,1023096,90,2006,27,20050350,전체,604,데이지,2006-03-09,2006,1.3369,7.2,104,18|10749|28,드라마|로맨스|액션,110,Chu ju,0,0,iLoveCinema|iFilm|Showbox|Basic Pictures,전지현(Hye-young)|정우성(Park Yi)|이성재(Jeong Woo)|천호진(Detective Jang)|강대위(Cho)|林迪安(Yun Joon-ha)|Man-Lung Tang(Henchmen)|Sara Bernardo Aires(Prostitute)|易天雄,유위강,,https://image.tmdb.org/t/p/original/8ENYofdSAu4YswHMHweq8BuSvlw.jpg
야수,2006-01-12,0,0.0,1016152,87,2006,28,20050345,전체,795,야수,2006-01-13,2006,1.4072,6.238,42,28|80|53,액션|범죄|스릴러,124,협상은 없다! 오직 그들만의 법칙이 존재할 뿐!,0,0,Popcorn Film|Showbox,권상우(Jang Do-young)|유지태(Oh Jin-woo)|손병호(Yoo Kang-jin)|엄지원(Kang Joo-hee)|이한위(Section Chief Bang)|Lee Joong-moon(Lee Dong-jik)|안길강(Yang Ki-taek)|조현우(Instructor)|문정희(Yoon Jung-min)|강성진(Jo Young-chul),김성수,police|gangster|investigation|crime boss|revenge|organized crime|hospital|criminal|police detective|cold case|good versus evil,https://image.tmdb.org/t/p/original/cbEPW9aEfDAkfwgMLpn4JzqqpOL.jpg
싸이보그지만 괜찮아,2006-12-07,0,0.0,737165,72,2006,31,20060356,전체,371,싸이보그지만 괜찮아,2006-12-07,2006,1.7338,7.029,596,18|35|10749,드라마|코미디|로맨스,105,"우리 둘만 아는 비밀, 그녀는 싸이보그다!",0,4354510,Moho Film|CJ Entertainment,임수정(Cha Young-goon)|비(Park Il-soon)|오달수(Shin Duk-cheon)|이영미(Oh Seol-mi)|김춘기(Lee Dae-pyeong)|박준면(Wang Gop-dan)|Cheon Seong-hoon(Hwang Gyu-suk)|최희진(Choi Seul-gi)|이용녀(Young-goon's Mother)|손영순(Young-goon's Grandmother),박찬욱,grandparent grandchild relationship|submachine gun|lunatic asylum|patient|psychiatrist|psychiatric ward,https://image.tmdb.org/t/p/original/vcNdtkQjZ91EtZyuacA27zxD29J.jpg
여교수의 은밀한 매력,2006-03-16,0,0.0,691735,64,2006,34,20050344,전체,627,여교수의 은밀한 매력,2006-03-16,2006,1.5419,4.1,18,35|10749,코미디|로맨스,104,,0,0,Myung Films|MK Pictures|Korean Film Council|Pancinema|KD Media|OCN|Angel Underground,문소리(Jo Eun-sook)|지진희(Park Suk-gyu)|박원상(Kim Young-ho)|유승목(Mr. Yoo)|정우혁(Professor Moon)|신주아(Myung-hee)|조성하(Park Suk-ho)|서준영(young Suk-gyu)|Kim Min-gyu(young Suk-ho)|김동영(Jong-doo),이하,,https://image.tmdb.org/t/p/original/u3VqDqnj3Qpksd1IOqGKiLfnESR.jpg
작업의 정석,2005-12-21,0,0.0,669370,64,2006,36,20050330,전체,927,작업의 정석,2005-12-21,2005,1.2142,5.917,54,10749|35,로맨스|코미디,100,전국민의 연애 지침서,0,0,Chungeorahm Film|Showbox,손예진(Han Ji-won)|송일국(Seo Min-jun)|노주현(Min-jun's Father)|현영(Ji-won's Friend)|박준규(CEO Bong)|안상태(Fortune Teller)|안선영(Oh Ji-yeong)|윤영준(Noh Do-chul)|김애경(Ms. Park)|금보라(Mrs. Jung),Oh Ki-hwan,adversary|romance|thief|grifter|cons and scams|serial dating,https://image.tmdb.org/t/p/original/6Uh7FIgyzBvcM3G9m9TIMMEmmdi.jpg
백만장자의 첫사랑,2006-02-09,0,0.0,639596,53,2006,41,20060015,전체,830,백만장자의 첫사랑,2006-02-09,2006,1.6318,7.3,86,18|10749,드라마|로맨스,116,넌 내가 꿈꾸는 사랑이야,0,0,SCS Entertainment,이연희(Choi Eun-hwan)|현빈(Kang Jae-kyung)|임주환(Seung-Joon)|정욱(Principal)|이한솔(Myung-sik)|이영후(Chairman Kang)|이칸희(Eun-hwan's Mother)|도용구(Myung-sik's Father)|Park Yoo-Sun(Child in Public Performance)|김병세(Lawyer),김태균,chaebol,https://image.tmdb.org/t/p/original/wF7AFnIMhKa4RPqcEvFmT2dMdot.jpg
스승의 은혜,2006-08-03,0,0.0,629452,36,2006,42,20060210,전체,635,스승의 은혜,2006-08-03,2006,1.3935,6.7,122,9648|27|53,미스터리|공포|스릴러,93,"선생님... 오래오래 사셔야 해요 | 살인을 부르는 칼날같은 가르침 | 죽어도 못 잊을 선생님, 8월에 꼭 찾아뵙겠습니다. 기다려주세요...",0,0,Fineworks|Show East|Ozone Film,오미희(Miss Park)|서영희(Nam Mi-ja)|Jang Seong-won(Jung-won)|김응수(Detective)|김영선(Jung-won's Mother)|Lee Ji-hyeon(Sun-hee)|문가영(Young Eun-young)|여현수(Lee Se-ho)|Yeon Jun-seok(Young Myung-ho)|박효준(Dal-bong),Lim Dae-wung,sadism|degradation|controversy|childhood trauma|domestic violence|cruelty|brutality|extreme sadism|sadistic torture|disfigurement|depravity|captivity|vile|extreme violence|extreme cinema,https://image.tmdb.org/t/p/original/7FsndQ5GNhHmei0DlbDUFWlGNX9.jpg
열혈남아,2006-11-09,0,0.0,570059,58,2006,44,20060261,전체,847,열혈남아,2006-11-19,2006,0.9878,6.856,45,80|18,범죄|드라마,118,세상에서 가장 나쁜 복수를 꿈꾸다,0,0,Sidus|CJ Entertainment,설경구(Jae-moon)|조한선(Chi-gook)|나문희(Jeom-sim)|윤제문(Dae-sik)|류승룡(Min-jae)|오용(Sang-geun)|심이영(Mi-ryung)|김준배(Won-ki)|권성덕(Supermarket Elder)|조덕제(Detective 1),이정범,,https://image.tmdb.org/t/p/original/3TYf4SsSLrUeCC0U4GHhYCDvMmi.jpg
호로비츠를 위하여,2006-05-25,0,0.0,544656,55,2006,48,20060124,전체,937,호로비츠를 위하여,2006-05-25,2006,1.1351,6.9,11,18,드라마,108,"내 작은 피아니스트 (호로비츠를 위하여) | 어느날 내 인생에, 보석같은 녀석이 다가왔습니다. | 내가 만난 아이는 미운 오래새끼였습니다. | 내 인생을 빛내줄 천재소년을 만났다",0,2599705,Sidus|DCG Plus|Showbox|Michigan Venture Capital,엄정화(Kim Ji-soo)|신의재(Yoon Gyung-min)|박용우(Shim Kwang-ho)|최선자(Gyung-min's Grandmother)|정인기(Ji-soo's Older Brother)|김보라(Min-hee)|김희정(Jeon Kong-ja's Mother)|유지연(5th Performer)|우정국(Furniture Mover),Kwon Hyung-jin,family|piano|single woman|incomplete dreams,https://image.tmdb.org/t/p/original/y4ayAaDueT1yN7YUldJKLqkRvAf.jpg
화려한 휴가,2007-07-25,0,0.0,7307993,116,2007,2,20070209,전체,341,화려한 휴가,2007-07-25,2007,1.9348,6.948,48,18|36,드라마|역사,118,사랑하는 사람들... 끝까지 지켜주고 싶었습니다,0,0,CJ Entertainment|KiHweck ShiDae,김상경(Kang Min-woo)|안성기(Park Heung-soo)|이요원(Park Shin-ae)|이준기(Kang Jin-woo)|박철민(In-bong)|박원상(Yong-dae)|송재호(Priest Kim)|나문희(Naju-daek)|권태원(Brigadier general Choi)|엄효섭(Captain Kim),김지훈,historical event|1980s|gwangju uprising|gwangju|democratization movement,https://image.tmdb.org/t/p/original/18GIeoDKcmB6eAf4Kng2VoCjbqp.jpg
그놈 목소리,2007-02-01,0,0.0,3143247,110,2007,3,20070015,전체,826,그놈 목소리,2007-02-01,2007,1.3144,6.7,81,53|18|80|9648,스릴러|드라마|범죄|미스터리,122,살 수도 죽을 수도 없었습니다 그놈을 잡기 전에는...,0,0,Zip Cinema|CJ Entertainment,설경구(Han Kyung-bae)|김남주(Oh Ji-sun)|강동원(Kidnapper)|송영창(Captain No)|고수희(Cha Su-hee)|김영철(Kim Wook-jung)|김광규(Chief Detective)|윤제문(Priest)|나문희(Kyung-bae's Mother)|전혜진(Lee Ae-sook),박진표,kidnapping|child kidnapping,https://image.tmdb.org/t/p/original/pKK4zXvInTEPrZVqX8QbefkJpq7.jpg
미녀는 괴로워,2006-12-14,0,0.0,3057632,93,2007,4,20060387,전체,250,미녀는 괴로워,2006-12-14,2006,2.6907,6.808,347,18|35|10749,드라마|코미디|로맨스,120,그녀의 S라인 뒤에 숨겨진 살떨리는 비밀,4000000,0,KM Culture|Realies Pictures|Michigan Venture Capital|Showbox,주진모(Sang-jun)|김아중(Kang Han-na)|성동일(President Choi)|김현숙(Park Jeong-min)|임현식(Han-na's Father)|이한위(Lee Kong-hak)|Ji Seo-Yun(Ah-mi)|박노식(Chinese Noodle Stalker)|Kim Myeong-kyu(Hyeon-deok)|Venny(Pink),김용화,fan|plastic surgery|background singer|overweight woman|romance|stardom|music,https://image.tmdb.org/t/p/original/hXadaSx1LpT7Hv5dkGWD0SX7z7R.jpg
식객,2007-11-01,0,0.0,3037690,88,2007,5,20070435,전체,980,식객,2007-10-31,2007,1.622,5.8,21,18|35,드라마|코미디,113,최고의 맛을 찾는 화려한 손놀림이 시작된다!,0,0,Show East|CJ Entertainment|Yedang Entertainment|Zio Entertainment,김강우(Sung-chan)|임원희(Bong-joo)|이하나(Jin-su)|정은표(Ho-seong)|정진(Duk-gi)|Kim Hee-jin(Reporter's voice (uncredited))|이태리(Sung-chan)|Kwon Sung-hoon(Bong-joo)|안길강(Sung-il)|허영만(Noodle Eater (uncredited)),전윤수,food|chef|cooking competition|gwangju|korean cuisine,https://image.tmdb.org/t/p/original/wGpNUB0IsvrhHBALTjJzapMePfP.jpg
바르게 살자,2007-10-18,0,0.0,2190250,79,2007,8,20070434,전체,710,바르게 살자,2007-08-18,2007,1.6818,7.345,87,35|28|80,코미디|액션|범죄,102,강도 시킬 땐 언제고 왜들 이러시나!,0,14961069,Film It Suda|Barunson E&A|Sio Film,정재영(Jeong Do-man)|손병호(Lee Seung-woo)|신구(Do-man's Father)|이용이(Do-man's Mother)|김규철(Kim Seon-mae)|이영은(Jeon Da-hye)|임지은(Kim Sung-mi)|Uhm Soo-jung(Han So-young)|장소연(Reporter)|고창석(Woo Jong-dae (uncredited)),라희찬,,https://image.tmdb.org/t/p/original/wmf3ehKxSqBJ14GUh4tLU9yjvqe.jpg
세븐 데이즈,2007-11-14,0,0.0,2108439,297,2007,10,20070466,전체,908,세븐 데이즈,2007-11-14,2007,1.2027,6.697,61,80|53,범죄|스릴러,125,"제한된 시간 7일, 납치된 딸과 살인마를 맞바꿔라",0,0,Prime Entertainment,김윤진(Yu Ji-yeon)|김미숙(Han Suk-hie)|박희순(Kim Sung-yeol)|최무성(Jung Chul-jin)|Lee Ra-hye(Eun-young)|양진우(Kang Ji-won)|장항선(Office Manager)|오광록(Yang Chang-gu)|옥지영(Choi Kyung-suk)|정동환(Kang Sang-maan),원신연,,https://image.tmdb.org/t/p/original/21EN8reaMiQctJeRDQ5QPoyx39c.jpg
밀양,2007-05-23,0,0.0,1710364,83,2007,13,20070115,전체,366,밀양,2007-05-23,2007,1.9313,7.2,227,18,드라마,142,이런 사랑도 있다,2900000,11581469,Cinema Service|Pinehouse Film|CJ Entertainment,전도연(Lee Shin-ae)|송강호(Kim Jong-chan)|조영진(Park Do-seop)|선정엽(Jun)|김영재(Lee Min-ki)|박명신(Female Missionary)|차미경(Boutique Owner)|오만석(Pastor)|장혜진(Park Myung-sook)|이성민(Cook),이창동,mother|based on novel or book|faith|suicide attempt|loss of loved one|move|migration|church|child kidnapping|miryang,https://image.tmdb.org/t/p/original/qdIKYTahcRgE87uEOE7XtSfIkRh.jpg
검은 집,2007-06-21,0,0.0,1408882,71,2007,18,20070205,전체,963,검은 집,2007-06-21,2007,1.3846,6.1,61,27|53,공포|스릴러,103,난 마음이 없는 그들과 싸워야했다,0,0,KADOKAWA|CJ Entertainment,황정민(Jun-oh)|강신일(Chung-bae)|유선(Yi-hwa)|유승목(Ma Yong-Sik)|김서형(Jang Mi-na)|김정팔(Section Chief Nam)|정인기(Detective Oh)|Lee Kyung-Hoon(Detective Kim)|이주실(Vice Principal)|Son Ho-seung(Scarred Man),신태라,based on novel or book|police|rain|wound|gore|insurance fraud|knife|pay phone|murder|serial killer|hospital|train|stabbing|insurance investigator|insurance policy,https://image.tmdb.org/t/p/original/rFgPhN2wJAadaiSgBz9BO3x7wLr.jpg
즐거운 인생,2007-09-13,0,0.0,1263835,82,2007,25,20070380,전체,990,즐거운 인생,2007-09-12,2007,1.0887,6.8,8,10402|18,음악|드라마,112,철없는 네 남자의 신나는 樂밴드 이야기,0,0,CJ Entertainment|Achim Pictures,"정진영(Gi-yeong)|김윤석(Seong-wook)|장근석(Hyeon-joon)|김상호(Hyeok-su)|김호정(Gi-yeong's wife)|고아성(Gi-yeong's daughter, Joo-hee)|Hwang Hyun-sung(Hongdae band member)|신정근(Club Owner)|Lee Ji-yeon(Mi-yeon)|추귀정",이준익,rock band,https://image.tmdb.org/t/p/original/ihBSN3AaFGfo6f8DHdODCcGGKIy.jpg
행복,2007-10-03,0,0.0,1239789,89,2007,26,20070433,전체,732,행복,2007-10-03,2007,1.3504,6.9,31,10749|18,로맨스|드라마,121,변치 않겠다는 새빨간 거짓말,0,0,Zip Cinema|Showbox,황정민(Young-su)|임수정(Eun-hee)|김기천(Bu-nam)|유승목(Jae-gon)|공효진(Soo-yeon)|류승수(Dong-joon)|박인환(Seok-goo)|장진희(Nurse)|오서원(Pharmacist),허진호,,https://image.tmdb.org/t/p/original/fR8YZI97ASTRuG8EAs3QHTPiGRD.jpg
지금 사랑하는 사람과 살고 있습니까?,2007-08-15,0,0.0,1095119,76,2007,27,20070367,전체,349,지금 사랑하는 사람과 살고 있습니까?,2007-08-15,2007,2.2908,4.9,11,18|10749,드라마|로맨스,116,네 커플 - 네 남녀의 크로스 스캔들 | 우연한 하룻밤... 엇갈려서 빠져든다! | 네 사랑이 탐난다!,0,0,Cine2000|Cinema Service|CJ Entertainment|October Pictures,엄정화(Seo Yu-na)|박용우(Jung Min-jae)|이동건(Park Young-jun)|한채영(Han Seo-yeo)|최재원(Kang Chul-ju)|Oh Ji-yeong(Mi-sun),Chong Yun-su,hong kong,https://image.tmdb.org/t/p/original/aD3CcxQ7NCxHSPQjfmLpb40iEgp.jpg
기담,2007-08-01,0,0.0,678546,40,2007,36,20070262,전체,884,기담,2007-08-01,2007,1.2398,6.5,35,27|18,공포|드라마,98,"사랑에 홀린 자, 여기 모이다",0,0,Film Dorothy|Tube Entertainment|KTB Network,진구(Park Jung-nam)|김태우(Kim Dong-won)|김보경(Kim In-yeong)|이동규(Lee Su-in)|박지아(Mother)|고주연(Asako)|김응수(Major Akiyama)|정지안(Nurse Choi)|최재환(Jae-hwan)|전무송(Professor Park),정범식|정식,"hospital|doctor|ghost|1940s|haunted hospital|japanese occupation of korea|seoul, south korea",https://image.tmdb.org/t/p/original/ybq4c4TBgrnHdWNUZSUCArpt12q.jpg
우리 동네,2007-11-29,,0.0,377591,51,2007,49,20072520,전체,835,우리 동네,2007-11-29,2007,1.1845,5.6,23,80|18|9648,범죄|드라마|미스터리,114,,0,0,IM Pictures|Object Films|CJ Entertainment|Cinema Service,오만석(Kyung-ju)|이선균(Jae-sin)|류덕환(Hyo-yi)|박명신(Yeo Sa-jang)|전혜원(Kim So-yeon)|문가영(Young Kim So-yeon)|이무생(Jeong Myeong-bo)|정인기(Captain #2)|전국환(Principal of the Middle School)|김영선(Supermarket Owner's Wife),정길영,,https://image.tmdb.org/t/p/original/rJGUi1TPjXPY1PpVZUyXmyBALvr.jpg
"좋은 놈, 나쁜 놈, 이상한 놈",2008-07-17,43761835333,10.9,6685988,825,2008,1,20072152,전체,58,"좋은 놈, 나쁜 놈, 이상한 놈",2008-07-16,2008,4.022,7.159,809,28|12|35|37,액션|모험|코미디|서부,139,딱 한놈만 살아남는다,10000000,0,CJ Entertainment|Cineclick Asia|Barunson E&A|Dark Circle Pictures,송강호(Yoon Tae-goo)|이병헌(Park Chang-yi)|정우성(Park Do-won)|윤제문(Byung-choon)|류승수(Man-gil)|송영창(Kim Pan-joo)|손병호(Seo Jae-sik)|오달수(Mr. Park)|이청아(Song-yi)|Kim Kwang-il(Two Blades),김지운,gunslinger|gun|asian western|korean|manchuria western,https://image.tmdb.org/t/p/original/inPPsMpQBKfDORKqemLZn8kQDTp.jpg
